"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"000112019";"2018/434168";"Objeto: Pregão Eletrônico -  FORNECIMENTO de PRODUTOS QUÍMICOS";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93420";"Estado do Pará";"925450";"HOSPITAL OPHIR LOYOLA";"Inválido";"01/01/1900";"28/01/2019";"0,00"
"000022019";"21309003089201869";"Objeto: Aquisição de Água Mineral, Potável de mesa acondicionado em garrafões de 20L, plástico transparente, com Lacre e segurança na tampa, não Gaseificada, (Galão fornecido pelo Contratado),pelo período de 6 meses.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114622";"UNIDADE ESTADUAL DO IBGE EM SAO PAULO";"SAO PAULO";"01/01/1900";"21/01/2019";"7800,00"
"001202018";"57532018";"Objeto: Pregão Eletrônico -  Registro de preços de bolas e outros equipamentos esportivos (Os itens usados no comprasnet são apenas para fins de licitação, a descrição correta deverá ser observada no ANEXO III do edital)";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93520";"Estado de Rondônia";"925317";"PREFEITURA MUNICIPAL DE CACOAL";"Inválido";"01/01/1900";"05/02/2019";"0,00"
"001972018";"23089036077201828";"Objeto: Aquisição de cadeados e outros";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"01/01/1900";"";"977,90"
"000402019";"23343002899201857";"Objeto: Contratação de Fundação de Apoio ao Ensino para Execução de Projeto Pedagógico de Pesquisa junto a estudantes com necessidades educacionais específicas.";"Dispensa de Licitação";"Retificação";"26000";"Ministério da Educação";"26412";"Instituto Federal de Educação, Ciência e Tecn";"158137";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG";"POUSO ALEGRE";"16/01/2019";"";"311040,00"
"000322018";"63071001098201836";"Objeto: Pregão Eletrônico -  Aquisição de uma estufa industrial, contemplando instalação e fornecimento das respectivas utilidades e acessórios, qualificações e treinamento operacional. Conforme especificações do Edital.";"Pregão";"Evento de Retificação Publicad";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"765741";"LABORATORIO FARMACEUTICO DA MARINHA";"RIO DE JANEIRO";"30/01/2019";"";"0,00"
"000322019";"601820180061573-0";"Objeto: Pregão Eletrônico -  Registro de Preços para o Fornecimento de Medicamento Diversos XVI";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925003";"PMSP - SECRETARIA MUNICIPAL DE SAÚDE";"Inválido";"01/01/1900";"07/02/2019";"0,00"
"000042018";"63386000641201834";"Objeto: Pregão Eletrônico -  Aquisição de mobiliários, condicionadores de ar, material permanente e descartáveis.";"Pregão - Registro de Preço";"Evento de Retificação Publicad";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"795180";"BASE DE FUZILEIROS NAVAIS DA I. DO GOVERNADOR";"RIO DE JANEIRO";"03/01/2019";"";"0,00"
"000042019";"23151000030201914";"Objeto: Atendimento das despesas com serviços de 'malote diário' de suas unidades descentralizadas, entrega em âmbito nacional  e internacional de encomendas SEDEX e serviço de postagem por carimbagem para cartas simples e registradas e postagem  internacional para cartas simples para o IFES- Campus Cachoeiro de Itapemirim, em favor da Empresa Brasileira de  Correios e Telégrafos.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e Tecn";"158418";"INST.FED. ESPIRITO SANTO/CAMPUS CACHOEIRO";"CACHOEIRO DE ITAPEMIRIM";"01/01/1900";"";"2000,00"
"001842018";"DABS.APE-184/2018";"Objeto: Pregão Eletrônico -  Fornecimento de óleos, graxas, fluidos e protetor de superfície";"Pregão";"Evento de Alteração Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"23/01/2019";"14/02/2019";"0,00"
"000082019";"2018/2241";"Objeto: Pregão Eletrônico -  Aquisição de Óleo Diesel S10 comum para utilização nos tratores e grupos geradores do Banco do  Nordeste, instalados no Centro Administrativo Presidente Getúlio Vargas   CAPGV, em Fortaleza-  CE.";"Pregão";"Publicado";"25000";"Ministério da Economia";"25282";"Banco do Nordeste do Brasil";"179085";"BANCO DO NORDESTE DO BRASIL S/A";"FORTALEZA";"29/01/2019";"08/02/2019";"0,00"
"050032019";"2018.018220";"Objeto: Contratação de empresa especializada para reforma do Prédio-Sede da Promotoria de Justiça de TABATINGA/AM, em terreno localizado na Avenida da Amizade, s/n.º, Brilhante, Tabatinga/Amazonas, com fornecimento total de mão de obra, ferramentas, equipamentos, materiais de consumo, e materiais de reposição necessários para execução dos serviços, conforme especificações e condições descritas neste Edital e seus anexos";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93320";"Estado do Amazonas";"925849";"PROCURADORIA GERAL DE JUSTIÇA";"Inválido";"01/01/1900";"";"0,00"
"600012019";"23077082475201855";"Objeto: Obter o apoio da CONTRATADA para captar e receber diretamente, sem ingresso na Conta Única do Tesouro Nacional da CONTRATANTE, inclusive na gestão administrativa e financeira, de recursos financeiros necessários à formação e execução, do Projeto Acadêmico na vertente de Ensino - Especialização sob o título:  Curso de Especialização em Direito da Inovação Tecnológica .";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26243";"Universidade Federal do Rio Grande do Norte";"153103";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"NATAL";"15/01/2019";"";"360000,00"
"000012019";"23241000333201839";"Objeto: Pregão Eletrônico -  Registro de Preço para contratação de pessoa jurídica especializada na prestação de serviços terceirizados de cozinheiros e auxiliares de cozinha, a ser prestado no IFFar Campus Santo Augusto e nas unidades órgãos participantes, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26420";"Instituto Federal de Educação, Ciência e Tecn";"158266";"INST.FED.FARROUPILHA/CAMPUS SANTO AUGUSTO";"SANTO AUGUSTO";"29/01/2019";"11/02/2019";"136371,84"
"000142019";"64674003782201826";"Objeto: Pregão Eletrônico -  Contratação de serviços comuns de engenharia inerentes à manutenção de equipamentos corretiva ou preventiva, com fornecimento de material, conforme condições, quantidades, exigências e estimativas,em proveito da unidade administrativa do 2º Regimento de Cavalaria Mercanizado.";"Pregão - Registro de Preço";"Evento de Revogação Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160428";"2 REGIMENTO DE CAVALARIA MECANIZADO";"SAO BORJA";"04/01/2019";"";"0,00"
"142332018";"4105-703/2017";"Objeto: Pregão Eletrônico -  A presente licitação tem por objeto a AQUISIÇÃO DE MATERIAL ELETRICO (03) - PLS Nº 143/2016 (EXCLUSIVO)";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"94720";"Estado das Alagoas";"925998";"AGENCIA DE MODERNIZACAO DA GEST. DE PROCESSOS";"Inválido";"01/01/1900";"22/01/2019";"0,00"
"000032019";"50607002344201820";"Objeto: Contratação de empresa prestadora de serviços de fornecimento de água para o exercício de 2019 da Superintendência Regional no Estado do Rio de Janeiro.";"Inexigibilidade de Licitação";"Publicado";"39000";"Ministério dos Transportes, Portos e Aviação ";"39252";"Departamento Nacional de Infraestrutura de Tr";"393019";"SUPERINTENDENCIA REG. NO ESTADO RJ - DNIT";"RIO DE JANEIRO";"21/01/2019";"";"360000,00"
"000012019";"25063001444201896";"Objeto: Pregão Eletrônico -  Registro de Preço para eventual aquisição de dietoterápico destinada a paciente H.V.X.S, pertencente ao Polo Base Willimon, Comunidade Monte Muriá, diagnosticada com doença metabólica do Xarope de Bordo- DXB-LEUCIONOSE assistida pelo Distrito Sanitário Especial Indígena Leste de Roraima.";"Pregão - Registro de Preço";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257051";"DISTRITO SANIT.ESP.INDIGENA - LESTE RR";"BOA VISTA";"30/01/2019";"12/02/2019";"0,00"
"000032019";"6465900750201948";"Objeto: Passagens Aéreas:  01(Uma) passagem aérea (Ida e Volta):  - Data de ida: 17 de Fevereiro de 2019 (Domingo), pelo aeroporto do Rio de Janeiro para Aeroporto Internacional de Brasília   Presidente Juscelino Kubitschek.    - Data de volta: 22 de Fevereiro de 2019 (Sexta-feira), pelo Aeroporto Internacional de Brasília   Presidente Juscelino Kubitschek para o Aeroporto aeroporto do Rio de Janeiro.    OBS:  -Voo Direto;  -Direito a 23 Kg de bagagem + bagagem de mão;  -Horário entre (7:00h as 20:00h)";"Dispensa de Licitação";"Evento de Anulação Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160332";"POLICLINICA MILITAR DA PRAIA VERMELHA";"RIO DE JANEIRO";"01/02/2019";"";"1020,93"
"000072019";"23151001989201888";"Objeto: Assinatura anual do periódico Ciência Hoje visando atender a demanda da Biblioteca Carlos Drummond de Andrade do Ifes Campus Cachoeiro de Itapemirim.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e Tecn";"158418";"INST.FED. ESPIRITO SANTO/CAMPUS CACHOEIRO";"CACHOEIRO DE ITAPEMIRIM";"01/01/1900";"";"355,00"
"000032019";"72031000291201906";"Objeto: Contratação de TV por assinatura, via satélite, para atender às necessidades das unidades deste MTur, para acesso aos diversos canais como TV Câmara, TV Senado, Globo News, Record News, entre outras de iguais importâncias.";"Dispensa de Licitação";"Encerrado";"54000";"Ministério do Turismo";"54000";"Ministério do Turismo - Unidades com vínculo ";"540004";"COORD. GERAL DE RECURSOS LOGISTICOS - CGRL";"BRASILIA";"01/01/1900";"";"8733,96"
"000032018";"80654008217201869";"Objeto: Pregão Eletrônico -  Registro de preços de pastilhas de cloro para emprego na Operação Carro-pipa";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160188";"4 BATALHAO DE COMUNICACOES";"RECIFE";"03/01/2019";"16/01/2019";"0,00"
"001822018";"010788191893";"Objeto: Pregão Eletrônico -  Aquisição de ataduras, algodões e compressas para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica contida no Anexo I do Instrumento Convocatório. Esta licitação possui lotes exclusivos para a participação de microempresas   ME e empresas de pequeno porte   EPP.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95120";"Estado de Minas Gerais";"926658";"HOSPITAL METROPOLITANO ODILON BEHRENS";"Inválido";"01/01/1900";"29/01/2019";"0,00"
"008092019";"PL.CSG.A.00809";"Objeto: Item 1. Aquisição de telha galvalume aço branco/Backer #0,50 - Trapezio RT 100/952 - modelo telha comum, sendo 125 peças com 5,50 metros de comprimento (total de 687,50m).  Item 2. Aquisição de materiais de construção: disco de corte, tinta, disco desbaste,solvente, lixa grão, lixa ferro grão (relação completa de quantidade e descrição do material solicita pelo email jacke@furnas.com.br).";"Dispensa de Licitação";"Encerrado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"926130";"DIVISÃO DE CENTRO DE SERV COMPRATILHADOS BSB";"Inválido";"01/01/1900";"17/01/2019";"25456,61"
"001012019";"09003000002201961";"Objeto: Serviços de conservação de um elevador de passageiros da marca ELBO instalado no Museu Histórico e Diplomático do ERERIO.";"Inexigibilidade de Licitação";"Encerrado";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unidades";"240003";"MRE - ESCRITORIO DE RPRES.NO RIO DE JANEIRO";"BRASILIA";"01/01/1900";"";"4142,05"
"000012019";"25011000001201974";"Objeto: Atender às necessidades do Núcleo Estadual do Ministério da Saúde no Acre no que concerne à publicação de matérias oficiais no Diário Oficial da União através da Imprensa Nacional.";"Inexigibilidade de Licitação";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250012";"NUCLEO ESTADUAL DO MS/AC";"RIO BRANCO";"17/01/2019";"";"16784,32"
"000032019";"14548-46.2018.800";"Objeto: Pregão Eletrônico -  Formação de sistema de registro de preços para eventual aquisição de diversos materiais necessários para as salas de depoimento especial do Poder Judiciário do Estado de Roraima, conforme as especificações e quantidades estabelecidas no Termo de Referência   Anexo I deste Edital.";"Pregão - Registro de Preço";"Evento de Reabertura de Prazo ";"99900";"República Federativa do Brasil";"93620";"Estado de Roraima";"925480";"TRIBUNAL DE JUSTIÇA DO ESTADO DE RORAIMA";"Inválido";"01/01/1900";"08/02/2019";"179,80"
"000012019";"67712006898201818";"Objeto: Contratação do serviço de reparo para 03 (três) rádio digitais do modelo CFIP-6-Lumina, fabricado pela empresa Wi2Be.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120627";"GRUPAMENTO DE APOIO DE ALCÂNTARA";"ALCANTARA";"01/01/1900";"";"13680,00"
"000212019";"23102007761201887";"Objeto: Aquisição de Cânulas endotraqueais.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26269";"Universidade Federal do Estado do Rio de Jane";"154035";"HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO";"RIO DE JANEIRO";"01/01/1900";"";"1050,00"
"000022018";"64545.004354/2018";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é o registro de preços para futura e eventual aquisição de gêneros alimentícios e sementes, mudas de plantas e Insumos para o 9º Grupo de Artilharia de Campanha.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160151";"9 GRUPO DE ARTILHARIA DE CAMPANHA";"NIOAQUE";"28/01/2019";"11/02/2019";"0,00"
"000812018";"1194";"Objeto: Pregão Eletrônico -  Contratação de empresa para locação de ônibus para atender as excursões e passeios do Sesc-AR/DF.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"97400";"Distrito Federal";"926637";"SERVIÇO SOCIAL DO COMÉRCIO - SESC";"Inválido";"01/01/1900";"24/01/2019";"428890,30"
"000012019";"10435.720.180/201";"Objeto: Contratação de empresa especializada para fornecimento, de Janeiro a Dezembro, de forma parcelada, de material de consumo (água mineral) com entrega na Inspetoria da Receita Federal em Petrolina/PE, com a finalidade de atender as necessidades da citada Unidade, no exercício de 2019.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170060";"DELEGACIA DA RFB EM CARUARU";"CARUARU";"01/01/1900";"";"2220,00"
"000582018";"PE.GS.A.0058.2018";"Objeto: Pregão Eletrônico -  Cabo elétrico NU CAA.";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910811";"FURNAS CENTRAIS ELETRICAS S/A";"RIO DE JANEIRO";"07/01/2019";"18/01/2019";"0,00"
"000032019";"16105720003201943";"Objeto: Contratação da empresa CARIMBOS DECCO LTDA - ME, CNPJ nº 05.075.020/0001-45, por meio de Dispensa de Licitação, conforme art. 24, inciso II da Lei 8.666/93, para o fornecimento de carimbos para a DRF/Guarulhos e sua Agência Jurisdicionada de Suzano para o exercício de 2019.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170144";"DELEGACIA DA RFB EM GUARULHOS";"GUARULHOS";"01/01/1900";"";"2400,00"
"000022019";"00676002407201866";"Objeto: Pregão Eletrônico -  Aquisição de combustíveis (gasolina comum, etanol e diesel S-10), por um período de 12 (doze) meses, para suprir às necessidades da frota de veículos oficiais e de grupo geradores movidos a diesel da Advocacia-Geral da União, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Pregão";"Publicado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"BRASILIA";"04/01/2019";"16/01/2019";"0,00"
"000122019";"sei2018/0037323-0";"Objeto: Pregão Eletrônico -  ATA de REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTO FINGOLIMODE, CLORIDRATO, 0,5MG para Atendimento de Determinações do Poder Judiciário, Ministério Público e Conselhos Tutelares - Ações Judiciais.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925003";"PMSP - SECRETARIA MUNICIPAL DE SAÚDE";"Inválido";"01/01/1900";"16/01/2019";"0,00"
"000072019";"10865720094201939";"Objeto: Fornecimento de serviços de fornecimento de energia elétrica, a fim de atender a Delegacia da Recita Federal do Brasil  em Limeira - Exercício 2019.";"Inexigibilidade de Licitação";"Retificação";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170145";"DELEGACIA DA RFB EM LIMEIRA";"LIMEIRA";"28/01/2019";"";"511890,36"
"000112018";"64624007525201859";"Objeto: Atender despesas com serviços postais exclusivos";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160051";"PARQUE REGIONAL DE MANUTENÇÃO/10";"FORTALEZA";"15/01/2019";"";"5000,00"
"000272019";"23112000123201905";"Objeto: Fornecimento de Energia Elétrica para a Universidade Federal de São Carlos, campus Lagoa do Sino, para o exercício de 2019, localizada na Rodovia Lauri Simões de Barros, Km 12 - SP-189 - Bairro Aracaçú - Buri - SP, pela concessionária Elektro Eletricidade e Serviços S.A.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26280";"Fundação Universidade Federal de São Carlos";"154049";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS";"SAO CARLOS";"25/02/2019";"";"210000,00"
"000032019";"5400001742201908";"Objeto: Atender despesas com documentação, taxas e impostos dos veículos oficiais junto ao DETRAN/GO.";"Inexigibilidade de Licitação";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22201";"Instituto Nacional de Colonização e Reforma A";"373080";"SUPERINTEND.ESTADUAL DE GOIAS-INCRA/SR-04";"GOIANIA";"21/02/2019";"";"10088,00"
"000012019";"64457004029201901";"Objeto: Aquisição de ar condicionado, visando atender a necessidade de instalação de equipamentos condicionadores de ar no salão de honra e sala de instrução do 21º Depósito de Suprimento.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160494";"21.DEPOSITO DE SUPRIMENTO";"SAO PAULO";"01/01/1900";"23/01/2019";"9999,99"
"000022019";"crmg/002/2019";"Objeto: Seguro Obrigatorio - DPVAT da frota de veiculos do CRMG - exercicio de 2019. Veiculos: GM/Blazer DLX 2.8 4x4 - Cor: Branca - Placas:GMF-4016 - Codigo Renavam: 777820692, GMF-4018 - Codigo Renavam: 777824469,GMF-4019 - Codigo Renavam: 777824604 e Veiculos: GM/Zafira 2.0 - Cor: Branca   Placa: GMF-4014 - Codigo Renavam:  777820773";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"37201";"Fundação Jorge Duprat Figueiredo, de Seguranç";"264005";"FUNDACENTRO - FUND.JORGE DUPRAT/CRMG - MG";"BELO HORIZONTE";"01/01/1900";"";"64,60"
"100642019";"4105-257/2018";"Objeto: Pregão Eletrônico -  A presente licitação objetiva o registro de preços para a AQUISIÇÃO DE DIETAS NUTRICIONAIS (02)   PLS N  030/2018";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"94720";"Estado das Alagoas";"925998";"AGENCIA DE MODERNIZACAO DA GEST. DE PROCESSOS";"Inválido";"01/01/1900";"13/02/2019";"0,00"
"000032019";"23075002258201991";"Objeto: Fornecimento de água e serviços de esgoto.";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"CURITIBA";"25/01/2019";"";"5000000,00"
"000082019";"23082.022959/2018";"Objeto: Locação de maquina retroescavadeira com pá carregadeira para a realização de serviços de nivelamento e drenagem do piquete da área destinada aos grandes ruminantes do Departamento de Zootecnia da UFRPE.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26248";"Universidade Federal Rural de Pernambuco";"153165";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"RECIFE";"01/01/1900";"";"1600,00"
"000012019";"10880100088201972";"Objeto: Serviço de manutenção de motor elétrico de torre de resfriamento de ar condicionado, modelo Motor WEG 225SM 25CV 12 POLOS 585RPM NS.1202 BG32958, para atender a SAMF-SP";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170131";"SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/SP";"SAO PAULO";"01/01/1900";"";"6258,00"
"000022019";"TC/0010537/2018";"Objeto: Pregão Eletrônico -  Aquisição de Módulos de Memória para as Lâminas do Blade Cisco";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925462";"TRIBUNAL DE CONTAS DOS MUNICIPIOS DE S.PAULO";"Inválido";"01/01/1900";"05/02/2019";"0,00"
"000012019";"23066004256201945";"Objeto: Aquisição de Circuito Baby Puff";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26232";"Universidade Federal da Bahia";"150223";"MATERNIDADE CLIMERIO DE OLIVEIRA";"SALVADOR";"01/01/1900";"";"4764,00"
"000022019";"23100001829201915";"Objeto: Locação de sala/auditório. campus Itaqui.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26266";"Fundação Universidade Federal do Pampa";"154359";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"BAGE";"01/01/1900";"";"2720,00"
"001662018";"166/2018";"Objeto: Pregão Eletrônico -  Aquisição de instrumentos de medição e ferramentas especiais e de precisão para utilização nas inspeções e manutenções preventivas, preditivas e corretivas nas unidades geradoras da UTE Mauá 3.";"Pregão";"Evento de Alteração Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"926524";"AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA S.A";"Inválido";"31/01/2019";"";"0,00"
"006442018";"644";"Objeto: Pregão Eletrônico -  Fornecimento de hortifrutigranjeiros, em atendimento à SECRETARIA MUNICIPAL DE EDUCAÇÃO.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95120";"Estado de Minas Gerais";"926922";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - MG";"Inválido";"01/01/1900";"22/01/2019";"0,00"
"001462019";"23079035624201877";"Objeto: Pregão Eletrônico -  Aquisição de Projetores Multimídia e Notebooks para atender a Coordenação de Informática e Redes (CIR)";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153152";"HOSPITAL UNIVERSITARIO DA UFRJ";"RIO DE JANEIRO";"31/01/2019";"12/02/2019";"12339,80"
"000032019";"16055720003201986";"Objeto: A presente representação tem como finalidade a  contratação da empresa EDP São Paulo Distribuição de Energia S.A., CNPJ  02.302.100/0001-06 (única fornecedora), para prestação de serviços de fornecimento  de energia elétrica para a DRF/TAUBATÉ e Agências circunscritas de  Pindamonhangaba, Guaratinguetá, Cruzeiro.";"Dispensa de Licitação";"Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170143";"DELEGACIA DA RFB EM TAUBATE";"TAUBATE";"14/02/2019";"";"377711,83"
"000332018";"332018";"Objeto: Pregão Eletrônico -  Aquisição de materiais operacionais para o batalhão de apoio às operações especiais";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160098";"BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS";"GOIANIA";"11/01/2019";"23/01/2019";"0,00"
"000042019";"50616000030201974";"Objeto: Fornecimento de água, coleta e tratamento de esgoto sanitário pela Companhia de Águas de Joinville, para atender a Unidade Local do DNIT em Joinville/SC, durante o exercício de 2019.";"Inexigibilidade de Licitação";"Encerrado";"39000";"Ministério dos Transportes, Portos e Aviação ";"39252";"Departamento Nacional de Infraestrutura de Tr";"393013";"SUPERINTENDENCIA REG. NO ESTADO SC - DNIT";"FLORIANOPOLIS";"01/01/1900";"";"1500,00"
"000512018";"23222002358201803";"Objeto: Pregão Eletrônico -  Escolha da proposta mais vantajosa para a contratação de serviços para a realização de serviços nas solenidades de formatura dos cursos técnicos e de graduação do IF Sudeste mg - Campus Rio Pomba.";"Pregão";"Evento de Anulação Publicado";"26000";"Ministério da Educação";"26411";"Instituto Federal de Educação, Ciência e Tecn";"158412";"INST FED SUDESTE DE MG/CAMPUS RIO POMBA";"RIO POMBA";"18/01/2019";"30/01/2019";"0,00"
"000022019";"02/2019";"Objeto: Pregão Eletrônico -  Registro de preço para a eventual aquisição de Switches, incluindo software de gerenciamento e treinamento da equipe do Senac-DF para executar a configuração e a operação dos equipamentos, para atender as necessidades deste Senac-DF, conforme especificações contidas no Instrumento Convocatório e seus Anexos.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"97400";"Distrito Federal";"926781";"SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL";"Inválido";"01/01/1900";"06/02/2019";"0,00"
"000102019";"11492/2018";"Objeto: Pregão Eletrônico -  Futura e eventual  AQUISIÇÃO DE MOTOCICLETAS, para compor a frota de MOTOLÂNCIAS e atender a necessidade do SAMU 192 Belém de acordo com as condições estabelecidas neste Edital e seus Anexos";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"93420";"Estado do Pará";"925387";"PREFEITURA MUNICIPAL DE BELÉM";"Inválido";"01/01/1900";"07/02/2019";"0,00"
"000012019";"23082.000600/2019";"Objeto: Pregão Eletrônico -  Contratação de Serviço Telefônico Fixo Comutado (STFC), na modalidade Local, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Pregão";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26248";"Universidade Federal Rural de Pernambuco";"153165";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"RECIFE";"18/01/2019";"30/01/2019";"159240,00"
"000042019";"1610/2018";"Objeto: Pregão Eletrônico -  Aquisição de Material de consumo ( Cabo, conector, alicate, kit localizador e baterias de 9 Volts.";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"94420";"Estado do Rio Grande do Norte";"925772";"DEFENSORIA PÚBLICA DO ESTADO/RN";"Inválido";"01/01/1900";"24/01/2019";"100,00"
"000052019";"23416000105201496";"Objeto: Contratação de empresa para fornecimento de água potável e tratamento da rede de esgoto para o Complexo de Agroindústria do campus ouricuri";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26430";"Instituto Federal de Educação, Ciência e Tecn";"158570";"IF SERTÃO PE/CAMPUS OURICURI";"OURICURI";"29/01/2019";"";"1000,00"
"001112018";"80924002414201828";"Objeto: Aquisição de gêneros de alimentação do PAA em proveito do 7º RC Mec.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160435";"7 REGIMENTO DE CAVALARIA MECANIZADO";"SANTANA DO LIVRAMENTO";"01/01/1900";"";"18110,20"
"000032019";"12343/2018";"Objeto: Pregão Eletrônico -  Registro de Preços em Ata, para futura e eventual  AQUISIÇÃO DE MATERIAIS TECNICOS DA CATEGORIA ESTERILIZAÇÃO, .";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"93420";"Estado do Pará";"925387";"PREFEITURA MUNICIPAL DE BELÉM";"Inválido";"01/01/1900";"17/01/2019";"0,00"
